Week,Gasoline
07/15/1994,8006
07/8/1994,7562
07/1/1994,7930
06/24/1994,7909
06/17/1994,7650
06/10/1994,7770
06/3/1994,7461
05/27/1994,8028
05/20/1994,7938
05/13/1994,7552
05/6/1994,6824
04/29/1994,7892
04/22/1994,7042
04/15/1994,7720
04/8/1994,7187
04/1/1994,7398
03/25/1994,7481
03/18/1994,7521
03/11/1994,7214
03/4/1994,7286
02/25/1994,7372
02/18/1994,6993
02/11/1994,7487
02/4/1994,6953
01/28/1994,6321
01/21/1994,7157
01/14/1994,7124
01/7/1994,7124
12/31/1993,7567
12/24/1993,7411
12/17/1993,7684
12/10/1993,8074
12/3/1993,7430
11/26/1993,6845
11/19/1993,7992
11/12/1993,7552
11/5/1993,7640
10/29/1993,7788
10/22/1993,7704
10/15/1993,7613
10/8/1993,7276
10/1/1993,7387
09/24/1993,7485
09/17/1993,7478
09/10/1993,7889
09/3/1993,7386
08/27/1993,7629
08/20/1993,8187
08/13/1993,7581
08/6/1993,8033
07/30/1993,7336
07/23/1993,7916
07/16/1993,8113
07/9/1993,7578
07/2/1993,7868
06/25/1993,7804
06/18/1993,7392
06/11/1993,7740
06/4/1993,7018
05/28/1993,7364
05/21/1993,7295
05/14/1993,7649
05/7/1993,7657
04/30/1993,7470
04/23/1993,7392
04/16/1993,7561
04/9/1993,6797
04/2/1993,6964
03/26/1993,7194
03/19/1993,7239
03/12/1993,7100
03/5/1993,7188
02/26/1993,6961
02/19/1993,7325
02/12/1993,6779
02/5/1993,7322
01/29/1993,6603
01/22/1993,7131
01/15/1993,6726
01/8/1993,6852
01/1/1993,7358
12/25/1992,7596
12/18/1992,7400
12/11/1992,7354
12/4/1992,7432
11/27/1992,7138
11/20/1992,7240
11/13/1992,7056
11/6/1992,6923
10/30/1992,7509
10/23/1992,7276
10/16/1992,7204
10/9/1992,7514
10/2/1992,7293
09/25/1992,7286
09/18/1992,7181
09/11/1992,7473
09/4/1992,7326
08/28/1992,7814
08/21/1992,7365
08/14/1992,7700
08/7/1992,7796
07/31/1992,7433
07/24/1992,7792
07/17/1992,7422
07/10/1992,7813
07/3/1992,7572
06/26/1992,7701
06/19/1992,7407
06/12/1992,7129
06/5/1992,7104
05/29/1992,7774
05/22/1992,7086
05/15/1992,7174
05/8/1992,7318
05/1/1992,7899
04/24/1992,7376
04/17/1992,6464
04/10/1992,7744
04/3/1992,7027
03/27/1992,7379
03/20/1992,7221
03/13/1992,6806
03/6/1992,7002
02/28/1992,6770
02/21/1992,7002
02/14/1992,6576
02/7/1992,7039
01/31/1992,7112
01/24/1992,7037
01/17/1992,6783
01/10/1992,6788
01/3/1992,6642
12/27/1991,7186
12/20/1991,7447
12/13/1991,7344
12/6/1991,6828
11/29/1991,6769
11/22/1991,6652
11/15/1991,7369
11/8/1991,7379
11/1/1991,7159
10/25/1991,7421
10/18/1991,7396
10/11/1991,7506
10/4/1991,6949
09/27/1991,7088
09/20/1991,7391
09/13/1991,7402
09/6/1991,6993
08/30/1991,7427
08/23/1991,7505
08/16/1991,7401
08/9/1991,7584
08/2/1991,7605
07/26/1991,7501
07/19/1991,7380
07/12/1991,7327
07/5/1991,7961
06/28/1991,7543
06/21/1991,7720
06/14/1991,7651
06/7/1991,7220
05/31/1991,7287
05/24/1991,7396
05/17/1991,6899
05/10/1991,7185
05/3/1991,6976
04/26/1991,6956
04/19/1991,7045
04/12/1991,6916
04/5/1991,7503
03/29/1991,6777
03/22/1991,7328
03/15/1991,6947
03/8/1991,6875
03/1/1991,7224
02/22/1991,6582
02/15/1991,6433
02/8/1991,6621
